Country,Technology,Grid connection,Year,Electricity generation in GWh,Type
Grenada,Coal and peat,Off-grid,2017,0,Non renewable
Grenada,Coal and peat,Off-grid,2018,0,Non renewable
Grenada,Coal and peat,Off-grid,2019,0,Non renewable
Grenada,Coal and peat,On-grid,2015,0,Non renewable
Grenada,Coal and peat,On-grid,2016,0,Non renewable
Grenada,Coal and peat,On-grid,2017,0,Non renewable
Grenada,Coal and peat,On-grid,2018,0,Non renewable
Grenada,Coal and peat,On-grid,2019,0,Non renewable
Grenada,Oil,Off-grid,2015,0,Non renewable
Grenada,Oil,Off-grid,2016,0,Non renewable
Grenada,Oil,Off-grid,2017,0,Non renewable
Grenada,Oil,Off-grid,2018,0,Non renewable
Grenada,Oil,Off-grid,2019,0,Non renewable
Grenada,Oil,On-grid,2015,205.629,Non renewable
Grenada,Oil,On-grid,2016,216.195,Non renewable
Grenada,Oil,On-grid,2017,220.136,Non renewable
Grenada,Oil,On-grid,2018,227.651,Non renewable
Grenada,Oil,On-grid,2019,237.58,Non renewable
Grenada,Natural gas,Off-grid,2015,0,Non renewable
Grenada,Natural gas,Off-grid,2016,0,Non renewable
Grenada,Natural gas,Off-grid,2017,0,Non renewable
Grenada,Natural gas,Off-grid,2018,0,Non renewable
Grenada,Natural gas,Off-grid,2019,0,Non renewable
Grenada,Natural gas,On-grid,2015,0,Non renewable
Grenada,Natural gas,On-grid,2016,0,Non renewable
Grenada,Natural gas,On-grid,2017,0,Non renewable
Grenada,Natural gas,On-grid,2018,0,Non renewable
Grenada,Natural gas,On-grid,2019,0,Non renewable
Grenada,Nuclear,Off-grid,2015,0,Non renewable
Grenada,Nuclear,Off-grid,2016,0,Non renewable
Grenada,Nuclear,Off-grid,2017,0,Non renewable
Grenada,Nuclear,Off-grid,2018,0,Non renewable
Grenada,Nuclear,Off-grid,2019,0,Non renewable
Grenada,Nuclear,On-grid,2015,0,Non renewable
Grenada,Nuclear,On-grid,2016,0,Non renewable
Grenada,Nuclear,On-grid,2017,0,Non renewable
Grenada,Nuclear,On-grid,2018,0,Non renewable
Grenada,Nuclear,On-grid,2019,0,Non renewable
Grenada,Fossil fuels n.e.s.,Off-grid,2015,0,Non renewable
Grenada,Fossil fuels n.e.s.,Off-grid,2016,0,Non renewable
Grenada,Fossil fuels n.e.s.,Off-grid,2017,0,Non renewable
Grenada,Fossil fuels n.e.s.,Off-grid,2018,0,Non renewable
Grenada,Fossil fuels n.e.s.,Off-grid,2019,0,Non renewable
Grenada,Fossil fuels n.e.s.,On-grid,2015,0,Non renewable
Grenada,Fossil fuels n.e.s.,On-grid,2016,0,Non renewable
Grenada,Fossil fuels n.e.s.,On-grid,2017,0,Non renewable
Grenada,Fossil fuels n.e.s.,On-grid,2018,0,Non renewable
Grenada,Fossil fuels n.e.s.,On-grid,2019,0,Non renewable
Grenada,Other non-renewable energy,Off-grid,2015,0,Non renewable
Grenada,Other non-renewable energy,Off-grid,2016,0,Non renewable
Grenada,Other non-renewable energy,Off-grid,2017,0,Non renewable
Grenada,Other non-renewable energy,Off-grid,2018,0,Non renewable
Grenada,Other non-renewable energy,Off-grid,2019,0,Non renewable
Grenada,Other non-renewable energy,On-grid,2015,0,Non renewable
Grenada,Other non-renewable energy,On-grid,2016,0,Non renewable
Grenada,Other non-renewable energy,On-grid,2017,0,Non renewable
Grenada,Other non-renewable energy,On-grid,2018,0,Non renewable
Grenada,Other non-renewable energy,On-grid,2019,0,Non renewable
Guadeloupe,Solar photovoltaic,Off-grid,2015,0,Renewable
Guadeloupe,Solar photovoltaic,Off-grid,2016,0,Renewable
Guadeloupe,Solar photovoltaic,Off-grid,2017,0,Renewable
Guadeloupe,Solar photovoltaic,Off-grid,2018,0,Renewable
Guadeloupe,Solar photovoltaic,Off-grid,2019,0,Renewable
Guadeloupe,Solar photovoltaic,On-grid,2015,101.519,Renewable
Guadeloupe,Solar photovoltaic,On-grid,2016,93.847,Renewable
Guadeloupe,Solar photovoltaic,On-grid,2017,93.331,Renewable
Guadeloupe,Solar photovoltaic,On-grid,2018,98.145,Renewable
Guadeloupe,Solar photovoltaic,On-grid,2019,102.714,Renewable
Guadeloupe,Solar thermal energy,Off-grid,2015,0,Renewable
Guadeloupe,Solar thermal energy,Off-grid,2016,0,Renewable
Guadeloupe,Solar thermal energy,Off-grid,2017,0,Renewable
Guadeloupe,Solar thermal energy,Off-grid,2018,0,Renewable
Guadeloupe,Solar thermal energy,Off-grid,2019,0,Renewable
Guadeloupe,Solar thermal energy,On-grid,2015,0,Renewable
Guadeloupe,Solar thermal energy,On-grid,2016,0,Renewable
Guadeloupe,Solar thermal energy,On-grid,2017,0,Renewable
Guadeloupe,Solar thermal energy,On-grid,2018,0,Renewable
Guadeloupe,Solar thermal energy,On-grid,2019,0,Renewable
Guadeloupe,Onshore wind energy,Off-grid,2015,0,Renewable
Guadeloupe,Onshore wind energy,Off-grid,2016,0,Renewable
Guadeloupe,Onshore wind energy,Off-grid,2017,0,Renewable
Guadeloupe,Onshore wind energy,Off-grid,2018,0,Renewable
Guadeloupe,Onshore wind energy,Off-grid,2019,0,Renewable
Guadeloupe,Onshore wind energy,On-grid,2015,51.886,Renewable
Guadeloupe,Onshore wind energy,On-grid,2016,53.289,Renewable
Guadeloupe,Onshore wind energy,On-grid,2017,51.008,Renewable
Guadeloupe,Onshore wind energy,On-grid,2018,52.424,Renewable
Guadeloupe,Onshore wind energy,On-grid,2019,62.907,Renewable
Guadeloupe,Offshore wind energy,Off-grid,2015,0,Renewable
Guadeloupe,Offshore wind energy,Off-grid,2016,0,Renewable
Guadeloupe,Offshore wind energy,Off-grid,2017,0,Renewable
Guadeloupe,Offshore wind energy,Off-grid,2018,0,Renewable
Guadeloupe,Offshore wind energy,Off-grid,2019,0,Renewable
Guadeloupe,Offshore wind energy,On-grid,2015,0,Renewable
Guadeloupe,Offshore wind energy,On-grid,2016,0,Renewable
Guadeloupe,Offshore wind energy,On-grid,2017,0,Renewable
Guadeloupe,Offshore wind energy,On-grid,2018,0,Renewable
Guadeloupe,Offshore wind energy,On-grid,2019,0,Renewable
Guadeloupe,Renewable hydropower,Off-grid,2015,0,Renewable
Guadeloupe,Renewable hydropower,Off-grid,2016,0,Renewable
Guadeloupe,Renewable hydropower,Off-grid,2017,0,Renewable
Guadeloupe,Renewable hydropower,Off-grid,2018,0,Renewable
Guadeloupe,Renewable hydropower,Off-grid,2019,0,Renewable
Guadeloupe,Renewable hydropower,On-grid,2015,21.142,Renewable
Guadeloupe,Renewable hydropower,On-grid,2016,34.09,Renewable
Guadeloupe,Renewable hydropower,On-grid,2017,37.955,Renewable
Guadeloupe,Renewable hydropower,On-grid,2018,40.332,Renewable
Guadeloupe,Renewable hydropower,On-grid,2019,44.143,Renewable
Guadeloupe,Pumped storage,Off-grid,2015,0,Renewable
Guadeloupe,Pumped storage,Off-grid,2016,0,Renewable
Guadeloupe,Pumped storage,Off-grid,2017,0,Renewable
Guadeloupe,Pumped storage,Off-grid,2018,0,Renewable
Guadeloupe,Pumped storage,Off-grid,2019,0,Renewable
Guadeloupe,Pumped storage,On-grid,2015,0,Renewable
Guadeloupe,Pumped storage,On-grid,2016,0,Renewable
Guadeloupe,Pumped storage,On-grid,2017,0,Renewable
Guadeloupe,Pumped storage,On-grid,2018,0,Renewable
Guadeloupe,Pumped storage,On-grid,2019,0,Renewable
Guadeloupe,Marine energy,Off-grid,2015,0,Renewable
Guadeloupe,Marine energy,Off-grid,2016,0,Renewable
Guadeloupe,Marine energy,Off-grid,2017,0,Renewable
Guadeloupe,Marine energy,Off-grid,2018,0,Renewable
Guadeloupe,Marine energy,Off-grid,2019,0,Renewable
Guadeloupe,Marine energy,On-grid,2015,0,Renewable
Guadeloupe,Marine energy,On-grid,2016,0,Renewable
Guadeloupe,Marine energy,On-grid,2017,0,Renewable
Guadeloupe,Marine energy,On-grid,2018,0,Renewable
Guadeloupe,Marine energy,On-grid,2019,0,Renewable
Guadeloupe,Solid biofuels,Off-grid,2015,0,Renewable
Guadeloupe,Solid biofuels,Off-grid,2016,0,Renewable
Guadeloupe,Solid biofuels,Off-grid,2017,0,Renewable
Guadeloupe,Solid biofuels,Off-grid,2018,0,Renewable
Guadeloupe,Solid biofuels,Off-grid,2019,0,Renewable
Guadeloupe,Solid biofuels,On-grid,2015,56.234,Renewable
Guadeloupe,Solid biofuels,On-grid,2016,49.804,Renewable
Guadeloupe,Solid biofuels,On-grid,2017,63.49,Renewable
Guadeloupe,Solid biofuels,On-grid,2018,55.755,Renewable
Guadeloupe,Solid biofuels,On-grid,2019,46.626,Renewable
Guadeloupe,Renewable municipal waste,Off-grid,2015,0,Renewable
Guadeloupe,Renewable municipal waste,Off-grid,2016,0,Renewable
Guadeloupe,Renewable municipal waste,Off-grid,2017,0,Renewable
Guadeloupe,Renewable municipal waste,Off-grid,2018,0,Renewable
Guadeloupe,Renewable municipal waste,Off-grid,2019,0,Renewable
Guadeloupe,Renewable municipal waste,On-grid,2015,0,Renewable
Guadeloupe,Renewable municipal waste,On-grid,2016,0,Renewable
Guadeloupe,Renewable municipal waste,On-grid,2017,0,Renewable
Guadeloupe,Renewable municipal waste,On-grid,2018,0,Renewable
Guadeloupe,Renewable municipal waste,On-grid,2019,0,Renewable
Guadeloupe,Liquid biofuels,Off-grid,2015,0,Renewable
Guadeloupe,Liquid biofuels,Off-grid,2016,0,Renewable
Guadeloupe,Liquid biofuels,Off-grid,2017,0,Renewable
Guadeloupe,Liquid biofuels,Off-grid,2018,0,Renewable
Guadeloupe,Liquid biofuels,Off-grid,2019,0,Renewable
Guadeloupe,Liquid biofuels,On-grid,2015,0,Renewable
Guadeloupe,Liquid biofuels,On-grid,2016,0,Renewable
Guadeloupe,Liquid biofuels,On-grid,2017,0,Renewable
Guadeloupe,Liquid biofuels,On-grid,2018,0,Renewable
Guadeloupe,Liquid biofuels,On-grid,2019,0,Renewable
Guadeloupe,Biogas,Off-grid,2015,0,Renewable
Guadeloupe,Biogas,Off-grid,2016,0,Renewable
Guadeloupe,Biogas,Off-grid,2017,0,Renewable
Guadeloupe,Biogas,Off-grid,2018,0,Renewable
Guadeloupe,Biogas,Off-grid,2019,0,Renewable
Guadeloupe,Biogas,On-grid,2015,0.065,Renewable
Guadeloupe,Biogas,On-grid,2016,0.044,Renewable
Guadeloupe,Biogas,On-grid,2017,2.767,Renewable
Guadeloupe,Biogas,On-grid,2018,11.754,Renewable
Guadeloupe,Biogas,On-grid,2019,17.296,Renewable
Guadeloupe,Geothermal energy,Off-grid,2015,0,Renewable
Guadeloupe,Geothermal energy,Off-grid,2016,0,Renewable
Guadeloupe,Geothermal energy,Off-grid,2017,0,Renewable
Guadeloupe,Geothermal energy,Off-grid,2018,0,Renewable
Guadeloupe,Geothermal energy,Off-grid,2019,0,Renewable
Guadeloupe,Geothermal energy,On-grid,2015,82.828,Renewable
Guadeloupe,Geothermal energy,On-grid,2016,84.079,Renewable
Guadeloupe,Geothermal energy,On-grid,2017,112.197,Renewable
Guadeloupe,Geothermal energy,On-grid,2018,106.794,Renewable
Guadeloupe,Geothermal energy,On-grid,2019,109.468,Renewable
Guadeloupe,Coal and peat,Off-grid,2015,0,Non renewable
Guadeloupe,Coal and peat,Off-grid,2016,0,Non renewable
Guadeloupe,Coal and peat,Off-grid,2017,0,Non renewable
Guadeloupe,Coal and peat,Off-grid,2018,0,Non renewable
Guadeloupe,Coal and peat,Off-grid,2019,0,Non renewable
Guadeloupe,Coal and peat,On-grid,2015,406.342,Non renewable
Guadeloupe,Coal and peat,On-grid,2016,511.802,Non renewable
Guadeloupe,Coal and peat,On-grid,2017,485.237,Non renewable
Guadeloupe,Coal and peat,On-grid,2018,447.195,Non renewable
Guadeloupe,Coal and peat,On-grid,2019,388.924,Non renewable
Guadeloupe,Oil,Off-grid,2015,0,Non renewable
Guadeloupe,Oil,Off-grid,2016,0,Non renewable
Guadeloupe,Oil,Off-grid,2017,0,Non renewable
Guadeloupe,Oil,Off-grid,2018,0,Non renewable
Guadeloupe,Oil,Off-grid,2019,0,Non renewable
Guadeloupe,Oil,On-grid,2015,1038.724,Non renewable
Guadeloupe,Oil,On-grid,2016,964.501,Non renewable
Guadeloupe,Oil,On-grid,2017,911.46,Non renewable
Guadeloupe,Oil,On-grid,2018,894.765,Non renewable
Guadeloupe,Oil,On-grid,2019,957.276,Non renewable
Guadeloupe,Natural gas,Off-grid,2015,0,Non renewable
Guadeloupe,Natural gas,Off-grid,2016,0,Non renewable
Guadeloupe,Natural gas,Off-grid,2017,0,Non renewable
Guadeloupe,Natural gas,Off-grid,2018,0,Non renewable
Guadeloupe,Natural gas,Off-grid,2019,0,Non renewable
Guadeloupe,Natural gas,On-grid,2015,0,Non renewable
Guadeloupe,Natural gas,On-grid,2016,0,Non renewable
Guadeloupe,Natural gas,On-grid,2017,0,Non renewable
Guadeloupe,Natural gas,On-grid,2018,0,Non renewable
Guadeloupe,Natural gas,On-grid,2019,0,Non renewable
Guadeloupe,Nuclear,Off-grid,2015,0,Non renewable
Guadeloupe,Nuclear,Off-grid,2016,0,Non renewable
Guadeloupe,Nuclear,Off-grid,2017,0,Non renewable
Guadeloupe,Nuclear,Off-grid,2018,0,Non renewable
Guadeloupe,Nuclear,Off-grid,2019,0,Non renewable
Guadeloupe,Nuclear,On-grid,2015,0,Non renewable
Guadeloupe,Nuclear,On-grid,2016,0,Non renewable
Guadeloupe,Nuclear,On-grid,2017,0,Non renewable
Guadeloupe,Nuclear,On-grid,2018,0,Non renewable
Guadeloupe,Nuclear,On-grid,2019,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,Off-grid,2015,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,Off-grid,2016,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,Off-grid,2017,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,Off-grid,2018,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,Off-grid,2019,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,On-grid,2015,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,On-grid,2016,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,On-grid,2017,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,On-grid,2018,0,Non renewable
Guadeloupe,Fossil fuels n.e.s.,On-grid,2019,0,Non renewable
Guadeloupe,Other non-renewable energy,Off-grid,2015,0,Non renewable
Guadeloupe,Other non-renewable energy,Off-grid,2016,0,Non renewable
Guadeloupe,Other non-renewable energy,Off-grid,2017,0,Non renewable
Guadeloupe,Other non-renewable energy,Off-grid,2018,0,Non renewable
Guadeloupe,Other non-renewable energy,Off-grid,2019,0,Non renewable
Guadeloupe,Other non-renewable energy,On-grid,2015,0,Non renewable
Guadeloupe,Other non-renewable energy,On-grid,2016,0,Non renewable
Guadeloupe,Other non-renewable energy,On-grid,2017,0,Non renewable
Guadeloupe,Other non-renewable energy,On-grid,2018,0,Non renewable
Guadeloupe,Other non-renewable energy,On-grid,2019,0,Non renewable
Guam,Solar photovoltaic,Off-grid,2015,0,Renewable
Guam,Solar photovoltaic,Off-grid,2016,0,Renewable
Guam,Solar photovoltaic,Off-grid,2017,0,Renewable
Guam,Solar photovoltaic,Off-grid,2018,0,Renewable
Guam,Solar photovoltaic,Off-grid,2019,0,Renewable
Guam,Solar photovoltaic,On-grid,2015,30.88,Renewable
Guam,Solar photovoltaic,On-grid,2016,66.343,Renewable
Guam,Solar photovoltaic,On-grid,2017,59.632,Renewable
Guam,Solar photovoltaic,On-grid,2018,67.962,Renewable
Guam,Solar photovoltaic,On-grid,2019,67.962,Renewable
Guam,Solar thermal energy,Off-grid,2015,0,Renewable
Guam,Solar thermal energy,Off-grid,2016,0,Renewable
Guam,Solar thermal energy,Off-grid,2017,0,Renewable
Guam,Solar thermal energy,Off-grid,2018,0,Renewable
Guam,Solar thermal energy,Off-grid,2019,0,Renewable
Guam,Solar thermal energy,On-grid,2015,0,Renewable
Guam,Solar thermal energy,On-grid,2016,0,Renewable
Guam,Solar thermal energy,On-grid,2017,0,Renewable
Guam,Solar thermal energy,On-grid,2018,0,Renewable
Guam,Solar thermal energy,On-grid,2019,0,Renewable
Guam,Onshore wind energy,Off-grid,2015,0,Renewable
Guam,Onshore wind energy,Off-grid,2016,0,Renewable
Guam,Onshore wind energy,Off-grid,2017,0,Renewable
Guam,Onshore wind energy,Off-grid,2018,0,Renewable
Guam,Onshore wind energy,Off-grid,2019,0,Renewable
Guam,Onshore wind energy,On-grid,2015,0,Renewable
Guam,Onshore wind energy,On-grid,2016,0.417,Renewable
Guam,Onshore wind energy,On-grid,2017,0.5,Renewable
Guam,Onshore wind energy,On-grid,2018,0.5,Renewable
Guam,Onshore wind energy,On-grid,2019,0.5,Renewable
Guam,Offshore wind energy,Off-grid,2015,0,Renewable
Guam,Offshore wind energy,Off-grid,2016,0,Renewable
Guam,Offshore wind energy,Off-grid,2017,0,Renewable
Guam,Offshore wind energy,Off-grid,2018,0,Renewable
Guam,Offshore wind energy,Off-grid,2019,0,Renewable
Guam,Offshore wind energy,On-grid,2015,0,Renewable
Guam,Offshore wind energy,On-grid,2016,0,Renewable
Guam,Offshore wind energy,On-grid,2017,0,Renewable
Guam,Offshore wind energy,On-grid,2018,0,Renewable
Guam,Offshore wind energy,On-grid,2019,0,Renewable
Guam,Renewable hydropower,Off-grid,2015,0,Renewable
Guam,Renewable hydropower,Off-grid,2016,0,Renewable
Guam,Renewable hydropower,Off-grid,2017,0,Renewable
Guam,Renewable hydropower,Off-grid,2018,0,Renewable
Guam,Renewable hydropower,Off-grid,2019,0,Renewable
Guam,Renewable hydropower,On-grid,2015,0,Renewable
Guam,Renewable hydropower,On-grid,2016,0,Renewable
Guam,Renewable hydropower,On-grid,2017,0,Renewable
Guam,Renewable hydropower,On-grid,2018,0,Renewable
Guam,Renewable hydropower,On-grid,2019,0,Renewable
Guam,Pumped storage,Off-grid,2015,0,Renewable
Guam,Pumped storage,Off-grid,2016,0,Renewable
Guam,Pumped storage,Off-grid,2017,0,Renewable
Guam,Pumped storage,Off-grid,2018,0,Renewable
Guam,Pumped storage,Off-grid,2019,0,Renewable
Guam,Pumped storage,On-grid,2015,0,Renewable
Guam,Pumped storage,On-grid,2016,0,Renewable
Guam,Pumped storage,On-grid,2017,0,Renewable
Guam,Pumped storage,On-grid,2018,0,Renewable
Guam,Pumped storage,On-grid,2019,0,Renewable
Guam,Marine energy,Off-grid,2015,0,Renewable
Guam,Marine energy,Off-grid,2016,0,Renewable
Guam,Marine energy,Off-grid,2017,0,Renewable
Guam,Marine energy,Off-grid,2018,0,Renewable
Guam,Marine energy,Off-grid,2019,0,Renewable
Guam,Marine energy,On-grid,2015,0,Renewable
Guam,Marine energy,On-grid,2016,0,Renewable
Guam,Marine energy,On-grid,2017,0,Renewable
Guam,Marine energy,On-grid,2018,0,Renewable
Guam,Marine energy,On-grid,2019,0,Renewable
Guam,Solid biofuels,Off-grid,2015,0,Renewable
Guam,Solid biofuels,Off-grid,2016,0,Renewable
Guam,Solid biofuels,Off-grid,2017,0,Renewable
Guam,Solid biofuels,Off-grid,2018,0,Renewable
Guam,Solid biofuels,Off-grid,2019,0,Renewable
Guam,Solid biofuels,On-grid,2015,0,Renewable
Guam,Solid biofuels,On-grid,2016,0,Renewable
Guam,Solid biofuels,On-grid,2017,0,Renewable
Guam,Solid biofuels,On-grid,2018,0,Renewable
Guam,Solid biofuels,On-grid,2019,0,Renewable
Guam,Renewable municipal waste,Off-grid,2015,0,Renewable
Guam,Renewable municipal waste,Off-grid,2016,0,Renewable
Guam,Renewable municipal waste,Off-grid,2017,0,Renewable
Guam,Renewable municipal waste,Off-grid,2018,0,Renewable
Guam,Renewable municipal waste,Off-grid,2019,0,Renewable
Guam,Renewable municipal waste,On-grid,2015,0,Renewable
Guam,Renewable municipal waste,On-grid,2016,0,Renewable
Guam,Renewable municipal waste,On-grid,2017,0,Renewable
Guam,Renewable municipal waste,On-grid,2018,0,Renewable
Guam,Renewable municipal waste,On-grid,2019,0,Renewable
Guam,Liquid biofuels,Off-grid,2015,0,Renewable
Guam,Liquid biofuels,Off-grid,2016,0,Renewable
Guam,Liquid biofuels,Off-grid,2017,0,Renewable
Guam,Liquid biofuels,Off-grid,2018,0,Renewable
Guam,Liquid biofuels,Off-grid,2019,0,Renewable
Guam,Liquid biofuels,On-grid,2015,0,Renewable
Guam,Liquid biofuels,On-grid,2016,0,Renewable
Guam,Liquid biofuels,On-grid,2017,0,Renewable
Guam,Liquid biofuels,On-grid,2018,0,Renewable
Guam,Liquid biofuels,On-grid,2019,0,Renewable
Guam,Biogas,Off-grid,2015,0,Renewable
Guam,Biogas,Off-grid,2016,0,Renewable
Guam,Biogas,Off-grid,2017,0,Renewable
Guam,Biogas,Off-grid,2018,0,Renewable
Guam,Biogas,Off-grid,2019,0,Renewable
Guam,Biogas,On-grid,2015,0,Renewable
Guam,Biogas,On-grid,2016,0,Renewable
Guam,Biogas,On-grid,2017,0,Renewable
Guam,Biogas,On-grid,2018,0,Renewable
Guam,Biogas,On-grid,2019,0,Renewable
Guam,Geothermal energy,Off-grid,2015,0,Renewable
Guam,Geothermal energy,Off-grid,2016,0,Renewable
Guam,Geothermal energy,Off-grid,2017,0,Renewable
Guam,Geothermal energy,Off-grid,2018,0,Renewable
Guam,Geothermal energy,Off-grid,2019,0,Renewable
Guam,Geothermal energy,On-grid,2015,0,Renewable
Guam,Geothermal energy,On-grid,2016,0,Renewable
Guam,Geothermal energy,On-grid,2017,0,Renewable
